President,Year,Line,Text
Obama,2014,38,"Research shows that one of the best investments we can make in a child's life is high-quality early education. Last year, I asked this Congress to help States make high-quality pre-K available to every 4-year-old. And as a parent as well as a President, I repeat that request tonight. But in the meantime, 30 States have raised pre-K funding on their own. They know we can't wait. So just as we worked with States to reform our schools, this year, we'll invest in new partnerships with States and communities across the country in a Race to the Top for our youngest children. And as Congress decides what it's going to do, I'm going to pull together a coalition of elected officials, business leaders, and philanthropists willing to help more kids access the high-quality pre-K that they need. It is right for America. We need to get this done."
Obama,2014,39,"Last year, I also pledged to connect 99 percent of our students to high-speed broadband over the next 4 years. Tonight I can announce that with the support of the FCC and companies like Apple, Microsoft, Sprint, and Verizon, we've got a down payment to start connecting more than 15,000 schools and 20 million students over the next 2 years, without adding a dime to the deficit."
Obama,2014,40,We're working to redesign high schools and partner them with colleges and employers that offer the real-world education and hands-on training that can lead directly to a job and career. We're shaking up our system of higher education to give parents more information and colleges more incentive to offer better value so that no middle class kid is priced out of a college education.
Obama,2014,41,"We're offering millions the opportunity to cap their monthly student loan payments to 10 percent of their income, and I want to work with Congress to see how we can help even more Americans who feel trapped by student loan debt. And I'm reaching out to some of America's leading foundations and corporations on a new initiative to help more young men of color facing especially tough odds to stay on track and reach their full potential."
Obama,2014,42,"The bottom line is, Michelle and I want every child to have the same chance this country gave us. But we know our opportunity agenda won't be complete, and too many young people entering the workforce today will see the American Dream as an empty promise, unless we also do more to make sure our economy honors the dignity of work and hard work pays off for every single American."
Obama,2014,43,"Today, women make up about half our workforce, but they still make 77 cents for every dollar a man earns. That is wrong, and in 2014, it's an embarrassment. Women deserve equal pay for equal work. She deserves to have a baby without sacrificing her job. A mother deserves a day off to care for a sick child or a sick parent without running into hardship. And you know what, a father does too. It is time to do away with workplace policies that belong in a ""Mad Men"" episode. [Laughter] This year, let's all come together—Congress, the White House, businesses from Wall Street to Main Street—to give every woman the opportunity she deserves. Because I believe when women succeed, America succeeds."
Obama,2014,44,"Now, women hold a majority of lower wage jobs, but they're not the only ones stifled by stagnant wages. Americans understand that some people will earn more money than others, and we don't resent those who, by virtue of their efforts, achieve incredible success. That's what America is all about. But Americans overwhelmingly agree that no one who works full-time should ever have to raise a family in poverty."
Obama,2014,45,"In the year since I asked this Congress to raise the minimum wage, five States have passed laws to raise theirs. Many businesses have done it on their own. Nick Chute is here today with his boss, John Soranno. John's an owner of Punch Pizza in Minneapolis, and Nick helps make the dough. [Laughter] Only now he makes more of it. [Laughter] John just gave his employees a raise to 10 bucks an hour, and that's a decision that has eased their financial stress and boosted their morale."
Obama,2014,46,"Tonight I ask more of America's business leaders to follow John's lead: Do what you can to raise your employees' wages. It's good for the economy. It's good for America. To every mayor, Governor, State legislator in America, I say: You don't have to wait for Congress to act; Americans will support you if you take this on."
Obama,2014,47,"And as a chief executive, I intend to lead by example. Profitable corporations like Costco see higher wages as the smart way to boost productivity and reduce turnover. We should too. In the coming weeks, I will issue an Executive order requiring Federal contractors to pay their federally funded employees a fair wage of at least 10 dollars and 10 cents an hour. Because if you cook our troops' meals or wash their dishes, you should not have to live in poverty."
Obama,2014,48,"Of course, to reach millions more, Congress does need to get on board. Today, the Federal minimum wage is worth about 20 percent less than it was when Ronald Reagan first stood here. And Tom Harkin and George Miller have a bill to fix that by lifting the minimum wage to 10 dollars and 10 cents. It's easy to remember: 10-10. This will help families. It will give businesses customers with more money to spend. It does not involve any new bureaucratic program. So join the rest of the country. Say yes. Give America a raise. Give them a raise."
Obama,2014,49,"There are other steps we can take to help families make ends meet, and few are more effective at reducing inequality and helping families pull themselves up through hard work than the earned-income tax credit. Right now it helps about half of all parents at some point. Think about that: It helps about half of all parents in America at some point in their lives. But I agree with Republicans like Senator Rubio that it doesn't do enough for single workers who don't have kids. So let's work together to strengthen the credit, reward work, help more Americans get ahead."
Obama,2014,50,"Let's do more to help Americans save for retirement. Today, most workers don't have a pension. A Social Security check often isn't enough on its own. And while the stock market has doubled over the last 5 years, that doesn't help folks who don't have 401(k)s. That's why, tomorrow, I will direct the Treasury to create a new way for working Americans to start their own retirement savings: MyI—MyRA."
Obama,2014,51,"It's a new savings bond that encourages folks to build a nest egg. MyRA guarantees a decent return with no risk of losing what you put in. And if this Congress wants to help, work with me to fix an upside-down Tax Code that gives big tax breaks to help the wealthy save, but does little or nothing for middle class Americans. Offer every American access to an automatic IRA on the job so they can save at work just like everybody in this Chamber can."
Obama,2014,52,"And since the most important investment many families make is their home, send me legislation that protects taxpayers from footing the bill for a housing crisis ever again and keeps the dream of homeownership alive for future generations."
Obama,2014,53,"One last point on financial security: For decades, few things exposed hard-working families to economic hardship more than a broken health care system. And in case you haven't heard, we're in the process of fixing that. Now, a preexisting condition used to mean that someone like Amanda Shelley, a physician's assistant and single mom from Arizona, couldn't get health insurance. But on January 1, she got covered. On January 3, she felt a sharp pain. On January 6, she had emergency surgery. Just one week earlier, Amanda said, and that surgery would have meant bankruptcy."
Obama,2014,54,"That's what health insurance reform is all about: the peace of mind that if misfortune strikes, you don't have to lose everything. Already, because of the Affordable Care Act, more than 3 million Americans under age 26 have gained coverage under their parent's plan. More than 9 million Americans have signed up for private health insurance or Medicaid coverage. Nine million."
Obama,2014,55,"And here's another number: zero. Because of this law, no American—none, zero—can ever again be dropped or denied coverage for a preexisting condition like asthma or back pain or cancer. No woman can ever be charged more just because she's a woman. And we did all this while adding years to Medicare's finances, keeping Medicare premiums flat, and lowering prescription costs for millions of seniors."
Obama,2014,56,"Now, I do not expect to convince my Republican friends on the merits of this law. [Laughter] But I know that the American people are not interested in refighting old battles. So again, if you have specific plans to cut costs, cover more people, increase choice, tell America what you'd do differently. Let's see if the numbers add up. But let's not have another 40-something votes to repeal a law that's already helping millions of Americans like Amanda. The first 40 were plenty. [Laughter]"
Obama,2014,57,"We all owe it to the American people to say what we're for, not just what we're against. And if you want to know the real impact this law is having, just talk to Governor Steve Beshear of Kentucky, who's here tonight. Now, Kentucky is not the most liberal part of the country. That's not where I got my highest vote totals. [Laughter] But he's like a man possessed when it comes to covering his Commonwealth's families. They're our neighbors and our friends, he said: ""They're people we shop and go to church with, farmers out on the tractor, grocery clerks. They're people who go to work every morning praying they don't get sick. No one deserves to live that way."""
Obama,2014,58,"Steve's right. That's why tonight I ask every American who knows someone without health insurance to help them get covered by March 31. [Applause] Help them get covered. Moms, get on your kids to sign up. Kids, call your mom and walk her through the application. It will give her some peace of mind, and plus, she'll appreciate hearing from you. [Laughter]"
Obama,2014,59,"After all, that's the spirit that has always moved this Nation forward. It's the spirit of citizenship, the recognition that through hard work and responsibility, we can pursue our individual dreams, but still come together as one American family to make sure the next generation can pursue its dreams as well."
Obama,2014,60,"Citizenship means standing up for everyone's right to vote. Last year, part of the Voting Rights Act was weakened, but conservative Republicans and liberal Democrats are working together to strengthen it. And the bipartisan Commission I appointed, chaired by my campaign lawyer and Governor Romney's campaign lawyer, came together and have offered reforms so that no one has to wait more than a half hour to vote. Let's support these efforts. It should be the power of our vote, not the size of our bank accounts, that drives our democracy."
Obama,2014,61,"Citizenship means standing up for the lives that gun violence steals from us each day. I've seen the courage of parents, students, pastors, police officers all over this country who say, ""We are not afraid."" And I intend to keep trying, with or without Congress, to help stop more tragedies from visiting innocent Americans in our movie theaters, in our shopping malls, or schools like Sandy Hook."
Obama,2014,62,"Citizenship demands a sense of common purpose, participation in the hard work of self-government, an obligation to serve our communities. And I know this Chamber agrees that few Americans give more to their country than our diplomats and the men and women of the United States Armed Forces. Thank you. Tonight, because of the extraordinary troops and civilians who risk and lay down their lives to keep us free, the United States is more secure. When I took office, nearly 180,000 Americans were serving in Iraq and Afghanistan. Today, all our troops are out of Iraq. More than 60,000 of our troops have already come home from Afghanistan. With Afghan forces now in the lead for their own security, our troops have moved to a support role. Together with our allies, we will complete our mission there by the end of this year, and America's longest war will finally be over."
Obama,2014,63,"After 2014, we will support a unified Afghanistan as it takes responsibility for its own future. If the Afghan Government signs a security agreement that we have negotiated, a small force of Americans could remain in Afghanistan with NATO allies to carry out two narrow missions: training and assisting Afghan forces and counterterrorism operations to pursue any remnants of Al Qaida. For while our relationship with Afghanistan will change, one thing will not: our resolve that terrorists do not launch attacks against our country."
Obama,2014,64,"The fact is, that danger remains. While we've put Al Qaida's core leadership on a path to defeat, the threat has evolved as Al Qaida affiliates and other extremists take root in different parts of the world. In Yemen, Somalia, Iraq, Mali, we have to keep working with partners to disrupt and disable those networks. In Syria, we'll support the opposition that rejects the agenda of terrorist networks. Here at home, we'll keep strengthening our defenses and combat new threats like cyber attacks. And as we reform our defense budget, we will have to keep faith with our men and women in uniform and invest in the capabilities they need to succeed in future missions."
Obama,2014,65,"We have to remain vigilant. But I strongly believe our leadership and our security cannot depend on our outstanding military alone. As Commander in Chief, I have used force when needed to protect the American people, and I will never hesitate to do so as long as I hold this office. But I will not send our troops into harm's way unless it is truly necessary, nor will I allow our sons and daughters to be mired in open-ended conflicts. We must fight the battles that need to be fought, not those that terrorists prefer from us: large-scale deployments that drain our strength and may ultimately feed extremism."
Obama,2014,66,"So even as we actively and aggressively pursue terrorist networks through more targeted efforts and by building the capacity of our foreign partners, America must move off a permanent war footing. That's why I've imposed prudent limits on the use of drones. For we will not be safer if people abroad believe we strike within their countries without regard for the consequence."
Obama,2014,67,"That's why, working with this Congress, I will reform our surveillance programs, because the vital work of our intelligence community depends on public confidence, here and abroad, that privacy of ordinary people is not being violated."
Obama,2014,68,"And with the Afghan war ending, this needs to be the year Congress lifts the remaining restrictions on detainee transfers and we close the prison at Guantanamo Bay. Because we counter terrorism not just through intelligence and military actions, but by remaining true to our constitutional ideals and setting an example for the rest of the world."
Obama,2014,69,"You see, in a world of complex threats, our security, our leadership, depends on all elements of our power, including strong and principled diplomacy. American diplomacy has rallied more than 50 countries to prevent nuclear materials from falling into the wrong hands and allowed us to reduce our own reliance on cold war stockpiles. American diplomacy, backed by the threat of force, is why Syria's chemical weapons are being eliminated."
Obama,2014,70,"And we will continue to work with the international community to usher in the future the Syrian people deserve, a future free of dictatorship, terror, and fear. As we speak, American diplomacy is supporting Israelis and Palestinians as they engage in the difficult but necessary talks to end the conflict there, to achieve dignity and an independent state for Palestinians and lasting peace and security for the State of Israel, a Jewish state that knows America will always be at their side."
Obama,2014,71,"And it is American diplomacy, backed by pressure, that has halted the progress of Iran's nuclear program and rolled back parts of that program for the very first time in a decade. As we gather here tonight, Iran has begun to eliminate its stockpile of higher levels of enriched uranium. It's not installing advanced centrifuges. Unprecedented inspections help the world verify every day that Iran is not building a bomb. And with our allies and partners, we're engaged in negotiations to see if we can peacefully achieve a goal we all share: preventing Iran from obtaining a nuclear weapon."
Obama,2014,72,"These negotiations will be difficult. They may not succeed. We are clear eyed about Iran's support for terrorist organizations like Hizballah, which threatens our allies. And we're clear about the mistrust between our nations, mistrust that cannot be wished away. But these negotiations don't rely on trust. Any long-term deal we agree to must be based on verifiable action that convinces us and the international community that Iran is not building a nuclear bomb. If John F. Kennedy and Ronald Reagan could negotiate with the Soviet Union, then surely a strong and confident America can negotiate with less powerful adversaries today."
Obama,2014,73,"The sanctions that we put in place helped make this opportunity possible. But let me be clear: If this Congress sends me a new sanctions bill now that threatens to derail these talks, I will veto it. For the sake of our national security, we must give diplomacy a chance to succeed. If Iran's leaders do not seize this opportunity, then I will be the first to call for more sanctions and stand ready to exercise all options to make sure Iran does not build a nuclear weapon. But if Iran's leaders do seize the chance—and we'll know soon enough—then Iran could take an important step to rejoin the community of nations, and we will have resolved one of the leading security challenges of our time without the risks of war."
Obama,2014,74,"Now, finally, let's remember that our leadership is defined not just by our defense against threats, but by the enormous opportunities to do good and promote understanding around the globe: to forge greater cooperation, to expand new markets, to free people from fear and want. And no one is better positioned to take advantage of those opportunities than America."
Obama,2014,75,"Our alliance with Europe remains the strongest the world has ever known. From Tunisia to Burma, we're supporting those who are willing to do the hard work of building democracy. In Ukraine, we stand for the principle that all people have the right to express themselves freely and peacefully and to have a say in their country's future. Across Africa, we're bringing together businesses and governments to double access to electricity and help end extreme poverty. In the Americas, we're building new ties of commerce, but we're also expanding cultural and educational exchanges among young people. And we will continue to focus on the Asia-Pacific, where we support our allies, shape a future of greater security and prosperity, and extend a hand to those devastated by disaster, as we did in the Philippines, when our Marines and civilians rushed to aid those battered by a typhoon, and who were greeted with words like, ""We will never forget your kindness"" and ""God bless America."""
Obama,2014,76,"We do these things because they help promote our long-term security, and we do them because we believe in the inherent dignity and equality of every human being, regardless of race or religion, creed or sexual orientation. And next week, the world will see one expression of that commitment, when Team U.S.A. marches the red, white, and blue into the Olympic Stadium and brings home the gold. [Laughter]"
Obama,2014,77,Audience members. U.S.A.! U.S.A.! U.S.A.!
Obama,2014,78,"The President. My fellow Americans, no other country in the world does what we do. On every issue, the world turns to us, not simply because of the size of our economy or our military might, but because of the ideals we stand for and the burdens we bear to advance them. No one knows this better than those who serve in uniform."
Obama,2014,79,"As this time of war draws to a close, a new generation of heroes returns to civilian life. We'll keep slashing that backlog so our veterans receive the benefits they've earned and our wounded warriors receive the health care—including the mental health care—that they need. We'll keep working to help all our veterans translate their skills and leadership into jobs here at home. And we will all continue to join forces to honor and support our remarkable military families."
Obama,2014,80,"Let me tell you about one of those families I've come to know. I first met Cory Remsburg, a proud Army Ranger, at Omaha Beach on the 65th anniversary of D-day. Along with some of his fellow Rangers, he walked me through the program and the ceremony. He was a strong, impressive young man, had an easy manner, he was sharp as a tack. And we joked around and took pictures, and I told him to stay in touch."
Obama,2014,81,"A few months later, on his 10th deployment, Cory was nearly killed by a massive roadside bomb in Afghanistan. His comrades found him in a canal, face down, underwater, shrapnel in his brain. For months, he lay in a coma. And the next time I met him, in the hospital, he couldn't speak, could barely move. Over the years, he's endured dozens of surgeries and procedures, hours of grueling rehab every day."
Obama,2014,82,"Even now, Cory is still blind in one eye, still struggles on his left side. But slowly, steadily, with the support of caregivers like his dad Craig and the community around him, Cory has grown stronger. And day by day, he's learned to speak again and stand again and walk again. And he's working toward the day when he can serve his country again. ""My recovery has not been easy,"" he says. ""Nothing in life that's worth anything is easy."" Cory is here tonight. And like the Army he loves, like the America he serves, Sergeant First Class Cory Remsburg never gives up, and he does not quit. Cory."
Obama,2014,83,"My fellow Americans, men and women like Cory remind us that America has never come easy. Our freedom, our democracy, has never been easy. Sometimes, we stumble, we make mistakes; we get frustrated or discouraged. But for more than 200 years, we have put those things aside and placed our collective shoulder to the wheel of progress: to create and build and expand the possibilities of individual achievement, to free other nations from tyranny and fear, to promote justice and fairness and equality under the law so that the words set to paper by our Founders are made real for every citizen. The America we want for our kids—a rising America where honest work is plentiful and communities are strong, where prosperity is widely shared and opportunity for all lets us go as far as our dreams and toil will take us—none of it is easy. But if we work together—if we summon what is best in us, the way Cory summoned what is best in him—with our feet planted firmly in today, but our eyes cast toward tomorrow, I know it is within our reach. Believe it."
Obama,2014,84,"God bless you, and God bless the United States of America."
Obama,2015,1,"The President. Mr. Speaker, Mr. Vice President, Members of Congress, my fellow Americans: We are 15 years into this new century. Fifteen years that dawned with terror touching our shores, that unfolded with a new generation fighting two long and costly wars, that saw a vicious recession spread across our Nation and the world. It has been and still is a hard time for many."
Obama,2015,2,"But tonight we turn the page. Tonight, after a breakthrough year for America, our economy is growing and creating jobs at the fastest pace since 1999. Our unemployment rate is now lower than it was before the financial crisis. More of our kids are graduating than ever before. More of our people are insured than ever before. And we are as free from the grip of foreign oil as we've been in almost 30 years."
Obama,2015,3,"Tonight, for the first time since 9/11, our combat mission in Afghanistan is over. Six years ago, nearly 180,000 American troops served in Iraq and Afghanistan. Today, fewer than 15,000 remain. And we salute the courage and sacrifice of every man and woman in this 9/11 generation who has served to keep us safe. We are humbled and grateful for your service."
Obama,2015,4,"America, for all that we have endured, for all the grit and hard work required to come back, for all the tasks that lie ahead, know this: The shadow of crisis has passed, and the State of the Union is strong."
Obama,2015,5,"At this moment—with a growing economy, shrinking deficits, bustling industry, booming energy production—we have risen from recession freer to write our own future than any other nation on Earth. It's now up to us to choose who we want to be over the next 15 years and for decades to come."
Obama,2015,6,Will we accept an economy where only a few of us do spectacularly well? Or will we commit ourselves to an economy that generates rising incomes and chances for everyone who makes the effort?
Obama,2015,7,"Will we approach the world fearful and reactive, dragged into costly conflicts that strain our military and set back our standing? Or will we lead wisely, using all elements of our power to defeat new threats and protect our planet?"
Obama,2015,8,Will we allow ourselves to be sorted into factions and turned against one another? Or will we recapture the sense of common purpose that has always propelled America forward?
Obama,2015,9,"In 2 weeks, I will send this Congress a budget filled with ideas that are practical, not partisan. And in the months ahead, I'll crisscross the country making a case for those ideas. So tonight I want to focus less on a checklist of proposals and focus more on the values at stake in the choices before us."
Obama,2015,10,"It begins with our economy. Seven years ago, Rebekah and Ben Erler of Minneapolis were newlyweds. [Laughter] She waited tables. He worked construction. Their first child Jack was on the way. They were young and in love in America. And it doesn't get much better than that. ""If only we had known,"" Rebekah wrote to me last spring, ""what was about to happen to the housing and construction market."" As the crisis worsened, Ben's business dried up, so he took what jobs he could find, even if they kept him on the road for long stretches of time. Rebekah took out student loans and enrolled in community college and retrained for a new career. They sacrificed for each other. And slowly, it paid off. They bought their first home. They had a second son Henry. Rebekah got a better job and then a raise. Ben is back in construction and home for dinner every night."
Obama,2015,11,"It is amazing, Rebekah wrote, ""what you can bounce back from when you have to. . . . We are a strong, tight-knit family who has made it through some very, very hard times."" We are a strong, tight-knit family who has made it through some very, very hard times."
Obama,2015,12,"America, Rebekah and Ben's story is our story. They represent the millions who have worked hard and scrimped and sacrificed and retooled. You are the reason that I ran for this office. You are the people I was thinking of 6 years ago today, in the darkest months of the crisis, when I stood on the steps of this Capitol and promised we would rebuild our economy on a new foundation. And it has been your resilience, your effort that has made it possible for our country to emerge stronger."
Obama,2015,13,"We believed we could reverse the tide of outsourcing and draw new jobs to our shores. And over the past 5 years, our businesses have created more than 11 million new jobs."
Obama,2015,14,"We believed we could reduce our dependence on foreign oil and protect our planet. And today, America is number one in oil and gas. America is number one in wind power. Every 3 weeks, we bring online as much solar power as we did in all of 2008. And thanks to lower gas prices and higher fuel standards, the typical family this year should save about $750 at the pump."
Obama,2015,15,"We believed we could prepare our kids for a more competitive world. And today, our younger students have earned the highest math and reading scores on record. Our high school graduation rate has hit an alltime high. More Americans finish college than ever before."
Obama,2015,16,"We believed that sensible regulations could prevent another crisis, shield families from ruin, and encourage fair competition. Today, we have new tools to stop taxpayer-funded bailouts and a new consumer watchdog to protect us from predatory lending and abusive credit card practices. And in the past year alone, about 10 million uninsured Americans finally gained the security of health coverage."
Obama,2015,17,"At every step, we were told our goals were misguided or too ambitious, that we would crush jobs and explode deficits. Instead, we've seen the fastest economic growth in over a decade, our deficits cut by two-thirds, a stock market that has doubled, and health care inflation at its lowest rate in 50 years. This is good news, people. [Laughter]"
Obama,2015,18,"So the verdict is clear. Middle class economics works. Expanding opportunity works. And these policies will continue to work as long as politics don't get in the way. We can't slow down businesses or put our economy at risk with Government shutdowns or fiscal showdowns. We can't put the security of families at risk by taking away their health insurance or unraveling the new rules on Wall Street or refighting past battles on immigration when we've got to fix a broken system. And if a bill comes to my desk that tries to do any of these things, I will veto it. It will have earned my veto."
Obama,2015,19,"Today, thanks to a growing economy, the recovery is touching more and more lives. Wages are finally starting to rise again. We know that more small-business owners plan to raise their employees' pay than at any time since 2007. But here's the thing: Those of us here tonight, we need to set our sights higher than just making sure Government doesn't screw things up—[laughter]—that Government doesn't halt the progress we're making. We need to do more than just do no harm. Tonight, together, let's do more to restore the link between hard work and growing opportunity for every American."
Obama,2015,20,"Because families like Rebekah's still need our help. She and Ben are working as hard as ever, but they've had to forego vacations and a new car so that they can pay off student loans and save for retirement. Friday night pizza, that's a big splurge. Basic childcare for Jack and Henry costs more than their mortgage and almost as much as a year at the University of Minnesota. Like millions of hard-working Americans, Rebekah isn't asking for a handout, but she is asking that we look for more ways to help families get ahead."
Obama,2015,21,"And in fact, at every moment of economic change throughout our history, this country has taken bold action to adapt to new circumstances and to make sure everyone gets a fair shot. We set up worker protections, Social Security, Medicare, Medicaid to protect ourselves from the harshest adversity. We gave our citizens schools and colleges, infrastructure and the Internet, tools they needed to go as far as their efforts and their dreams will take them."
Obama,2015,22,"That's what middle class economics is: the idea that this country does best when everyone gets their fair shot, everyone does their fair share, everyone plays by the same set of rules. We don't just want everyone to share in America's success, we want everyone to contribute to our success."
Obama,2015,23,"So what does middle class economics require in our time? First, middle class economics means helping working families feel more secure in a world of constant change. That means helping folks afford childcare, college, health care, a home, retirement. And my budget will address each of these issues, lowering the taxes of working families and putting thousands of dollars back into their pockets each year."
Obama,2015,24,"Here's one example. During World War II, when men like my grandfather went off to war, having women like my grandmother in the workforce was a national security priority, so this country provided universal childcare. In today's economy, when having both parents in the workforce is an economic necessity for many families, we need affordable, high-quality childcare more than ever."
Obama,2015,25,"It's not a nice-to-have, it's a must-have. So it's time we stop treating childcare as a side issue, or as a women's issue, and treat it like the national economic priority that it is for all of us. And that's why my plan will make quality childcare more available and more affordable for every middle class and low-income family with young children in America, by creating more slots and a new tax cut of up to $3,000 per child, per year."
Obama,2015,26,"Here's another example. Today, we are the only advanced country on Earth that doesn't guarantee paid sick leave or paid maternity leave to our workers. Forty-three million workers have no paid sick leave—43 million. Think about that. And that forces too many parents to make the gut-wrenching choice between a paycheck and a sick kid at home. So I'll be taking new action to help States adopt paid leave laws of their own. And since paid sick leave won where it was on the ballot last November, let's put it to a vote right here in Washington. Send me a bill that gives every worker in America the opportunity to earn 7 days of paid sick leave. It's the right thing to do. [Applause] It's the right thing to do."
Obama,2015,27,"Of course, nothing helps families make ends meet like higher wages. That's why this Congress still needs to pass a law that makes sure a woman is paid the same as a man for doing the same work. I mean, it's 2015. [Laughter] It's time. We still need to make sure employees get the overtime they've earned. And to everyone in this Congress who still refuses to raise the minimum wage, I say this: If you truly believe you could work full time and support a family on less than $15,000 a year, try it. If not, vote to give millions of the hardest working people in America a raise."
Obama,2015,28,"Now, these ideas won't make everybody rich, won't relieve every hardship. That's not the job of government. To give working families a fair shot, we still need more employers to see beyond next quarter's earnings and recognize that investing in their workforce is in their company's long-term interest. We still need laws that strengthen rather than weaken unions, and give American workers a voice."
Obama,2015,29,"But you know, things like childcare and sick leave and equal pay, things like lower mortgage premiums and a higher minimum wage—these ideas will make a meaningful difference in the lives of millions of families. That's a fact. And that's what all of us, Republicans and Democrats alike, were sent here to do."
Obama,2015,30,"Now, second, to make sure folks keep earning higher wages down the road, we have to do more to help Americans upgrade their skills. America thrived in the 20th century because we made high school free, sent a generation of GIs to college, trained the best workforce in the world. We were ahead of the curve. But other countries caught on. And in a 21st-century economy that rewards knowledge like never before, we need to up our game. We need to do more."
Obama,2015,31,"By the end of this decade, two in three job openings will require some higher education—two in three. And yet we still live in a country where too many bright, striving Americans are priced out of the education they need. It's not fair to them, and it's sure not smart for our future. And that's why I'm sending this Congress a bold new plan to lower the cost of community college to zero."
Obama,2015,32,"Keep in mind, 40 percent of our college students choose community college. Some are young and starting out. Some are older and looking for a better job. Some are veterans and single parents trying to transition back into the job market. Whoever you are, this plan is your chance to graduate ready for the new economy without a load of debt. Understand, you've got to earn it. You've got to keep your grades up and graduate on time."
Obama,2015,33,"Tennessee, a State with Republican leadership, and Chicago, a city with Democratic leadership, are showing that free community college is possible. I want to spread that idea all across America so that 2 years of college becomes as free and universal in America as high school is today. Let's stay ahead of the curve. And I want to work with this Congress to make sure those already burdened with student loans can reduce their monthly payments so that student debt doesn't derail anyone's dreams."
Obama,2015,34,"Thanks to Vice President Biden's great work to update our job training system, we're connecting community colleges with local employers to train workers to fill high-paying jobs like coding and nursing and robotics. Tonight I'm also asking more businesses to follow the lead of companies like CVS and UPS and offer more educational benefits and paid apprenticeships, opportunities that give workers the chance to earn higher paying jobs even if they don't have a higher education."
Obama,2015,35,"And as a new generation of veterans comes home, we owe them every opportunity to live the American Dream they helped defend. Already, we've made strides towards ensuring that every veteran has access to the highest quality care. We're slashing the backlog that had too many veterans waiting years to get the benefits they need. And we're making it easier for vets to translate their training and experience into civilian jobs. And Joining Forces, the national campaign launched by Michelle and Jill Biden—[applause]—thank you, Michelle; thank you, Jill—has helped nearly 700,000 veterans and military spouses get a new job. So to every CEO in America, let me repeat: If you want somebody who's going to get the job done and done right, hire a veteran."
Obama,2015,36,"Finally, as we better train our workers, we need the new economy to keep churning out high-wage jobs for our workers to fill. Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined."
Obama,2015,37,"Our manufacturers have added almost 800,000 new jobs. Some of our bedrock sectors, like our auto industry, are booming. But there are also millions of Americans who work in jobs that didn't even exist 10 or 20 years ago, jobs at companies like Google and eBay and Tesla."
Obama,2015,38,"So no one knows for certain which industries will generate the jobs of the future. But we do know we want them here in America. We know that. And that's why the third part of middle class economics is all about building the most competitive economy anywhere, the place where businesses want to locate and hire."
Obama,2015,39,"Twenty-first century businesses need 21st-century infrastructure: modern ports and stronger bridges, faster trains and the fastest Internet. Democrats and Republicans used to agree on this. So let's set our sights higher than a single oil pipeline. Let's pass a bipartisan infrastructure plan that could create more than 30 times as many jobs per year and make this country stronger for decades to come. Let's do it. Let's get it done. [Applause] Let's get it done."
Obama,2015,40,"Twenty-first century businesses, including small businesses, need to sell more American products overseas. Today, our businesses export more than ever, and exporters tend to pay their workers higher wages. But as we speak, China wants to write the rules for the world's fastest growing region. That would put our workers and our businesses at a disadvantage. Why would we let that happen? We should write those rules. We should level the playing field. And that's why I'm asking both parties to give me trade promotion authority to protect American workers, with strong new trade deals from Asia to Europe that aren't just free, but are also fair. It's the right thing to do."
Obama,2015,41,"Look, I'm the first one to admit that past trade deals haven't always lived up to the hype, and that's why we've gone after countries that break the rules at our expense. But 95 percent of the world's customers live outside our borders. We can't close ourselves off from those opportunities. More than half of manufacturing executives have said they're actively looking to bring jobs back from China. So let's give them one more reason to get it done."
Obama,2015,42,"Twenty-first century businesses will rely on American science and technology, research and development. I want the country that eliminated polio and mapped the human genome to lead a new era of medicine, one that delivers the right treatment at the right time."
Obama,2015,43,"In some patients with cystic fibrosis, this approach has reversed a disease once thought unstoppable. So tonight I'm launching a new precision medicine initiative to bring us closer to curing diseases like cancer and diabetes and to give all of us access to the personalized information we need to keep ourselves and our families healthier. We can do this."
Obama,2015,44,"I intend to protect a free and open Internet, extend its reach to every classroom and every community and help folks build the fastest networks so that the next generation of digital innovators and entrepreneurs have the platform to keep reshaping our world. I want Americans to win the race for the kinds of discoveries that unleash new jobs: converting sunlight into liquid fuel; creating revolutionary prosthetics so that a veteran who gave his arms for his country can play catch with his kids again; pushing out into the solar system not just to visit, but to stay. Last month, we launched a new spacecraft as part of a reenergized space program that will send American astronauts to Mars. And in 2 months, to prepare us for those missions, Scott Kelly will begin a year-long stay in space. So good luck, Captain. Make sure to Instagram it. We're proud of you."
Obama,2015,45,"Now, the truth is, when it comes to issues like infrastructure and basic research, I know there's bipartisan support in this Chamber. Members of both parties have told me so. Where we too often run onto the rocks is how to pay for these investments. As Americans, we don't mind paying our fair share of taxes as long as everybody else does too. But for far too long, lobbyists have rigged the Tax Code with loopholes that let some corporations pay nothing while others pay full freight. They've riddled it with giveaways that the super-rich don't need, while denying a break to middle class families who do."
Obama,2015,46,"This year, we have an opportunity to change that. Let's close loopholes so we stop rewarding companies that keep profits abroad and reward those that invest here in America. Let's use those savings to rebuild our infrastructure and to make it more attractive for companies to bring jobs home. Let's simplify the system and let a small-business owner file based on her actual bank statement, instead of the number of accountants she can afford. And let's close the loopholes that lead to inequality by allowing the top 1 percent to avoid paying taxes on their accumulated wealth. We can use that money to help more families pay for childcare and send their kids to college. We need a Tax Code that truly helps working Americans trying to get a leg up in the new economy, and we can achieve that together. [Applause] We can achieve it together."
