night,speach_block,speaker,text
1,207,DELANEY,(INAUDIBLE)
1,208,HOLT,We’re going to switch to
1,209,DELANEY,(INAUDIBLE)
1,210,HOLT,We’re going to switch to another topic now
1,211,DELANEY,Just—just one more
1,212,HOLT,We’ve got a lot to get through. Let’s—let’s
1,213,DELANEY,On this. My grandfather was actually separated from his family when he came to this country.
1,214,HOLT,"We need—we’re going to—were going to talk about Iran right now because we’re working against the clock. Takers have been attacked. A U.S. drone has been shut down. There have been disturbing threats issued by both the U.S. and Iranian leadership. I’d like you if you can just for a moment to put aside how you think we may have gotten here. But what I want to know is how do you dial it back? So a show of hands who as president would sign on to the 2015 nuclear deal as it was originally negotiated. That’s a—that’s—well, Cory—Senator Booker, why not?"
1,215,BOOKER,"May I address that? First and foremost, it was a mistake to pull out of that deal. And one of the reasons why we are seeing this hostility now is because Donald Trump is marching us to a far more dangerous situation. Literally, he took us out of the deal that gave us transparency into their nuclear program and push back a nuclear breakout 10—20 years. And now we see Iran threatening to go further and who are pulled—being pulled in further and further into this crisis. We need to greet renegotiate and get back into a deal, but I’m not going to have a primary platform to say unilaterally I’m going to rejoin that deal because when I am president of the United States, I’m going to do the best I can to secure this country and that region and make sure that if I have an opportunity to leverage a better deal, I’m going to do it."
1,216,HOLT,"All right. Senator Klobuchar, I’d like you to answer (CROSSTALK)"
1,217,HOLT,That question because you’ve said - (CROSSTALK)
1,218,HOLT,You would—you would negotiate yourself back into the Iranian agreement. Can you argue that that nuclear—nuclear pact as it was ratified was a good deal?
1,219,KLOBUCHAR,"It was imperfect, but it was a good deal for that moment. I would have worked to get longer sunset periods, and that’s something we could negotiate to get back in the deal. But the point is, Donald Trump told us when he got out of it that he was going to give us a better deal. Those were his words. And now we are a month away from the Iranians who claim now that they’re going to blow the caps on enriching uranium and the Iranians have told us this. And so that’s where we are right now. He has made us less safe than we were when he became president. So what I would do is negotiate us back into that agreement, is stand with our allies give unlimited leverage to China and Russia, which was what he is done. And then finally, I would make sure that if there’s any possibility of a conflict, and we’re having this debate in Congress right now, that he comes to Congress for an authorization of military force. I would do that. And this president is literally every single day 10 minutes away from going to war, one tweet away from going to war, and I don’t think we should conduct foreign policy"
1,220,HOLT,"All right, your time is up"
1,221,KLOBUCHAR,In our bathrobes at 5:00 in the morning
1,222,HOLT,Congresswoman
1,223,KLOBUCHAR,Which is what he does.
1,224,HOLT,Congresswoman Gabbard You’ve said—you said you would—you would sign back on to the 2015 deal. Would you—would you insist though that it address Iran’s support for Hezbollah?
1,225,GABBARD,"Let’s deal with the situation where we are, where this president and his chicken hawk cabinet have led us to the brink of war with Iran. I served in the war in Iraq at the height of the war in 2005, a war that took over 4000 of my brothers and sisters in uniforms’ lives. The American people need to understand that this war with Iran would be far more devastating, far more costly than anything that we ever saw in Iraq. It would take many more lives, it would exacerbate the refugee crisis, and it wouldn’t be just contained within Iran. This would turn into a regional war. This is why it’s so important that everyone of us, every single American stand up and say no war with Iran. We need to get back into the Iran nuclear agreement And we need to negotiate how we can improve it. It was an imperfect deal. There are issues like their missile—their missile development that needs to be addressed. We can do both simultaneously to prevent Iran from developing a nuclear weapon and preventing us from going to war."
1,226,HOLT,Your time is up. But I have just a very quick follow-up. What would your redline be that would—that—for military action against Iran?
1,227,GABBARD,"Look, obviously if there was an attack against the American—our troops, then there would have to be a response. But my point is, and it’s important for us to recognize this, is Donald Trump and his cabinet, Mike Pompeo, John Bolton and others are creating a situation that just a spark would light up a war with Iran, which is incredibly dangerous. That’s why we need to disk de-escalate tensions. Trump needs to get back into the Iran nuclear deal and swallow his pride, put the American people first."
1,228,DE BLASIO,"Okay, but wait a minute"
1,229,GUTHRIE,We are out of time and were up against a hard break
1,230,DE BLASIO,Neither Democrats nor Republicans
1,231,GUTHRIE,But we will have much more
1,232,DE BLASIO,Have been serious about the war
1,233,GUTHRIE,"Mayor de Blasio, we’ll have more. The commercial is coming. We’ll continue our questioning next with Chuck Todd, Rachel Maddow. Stick around. We’ll have a lot more with some very anxious candidates just ahead. (COMMERCIAL BREAK)"
1,234,HOLT,"And welcome back, everyone, to the first democratic presidential break in the Art Center in Miami."
1,235,GUTHRIE,"And as we continue the questioning, time to get more members of our team in the mix."
1,236,DIAZ-BALART,"So, right now, let’s turn it over to Chuck Todd and Rachel Maddow. Take it away."
1,237,MADDOW,"All right. We’re going to start by recapping the rules. Twenty candidates qualify for this first democratic debate. We’re going to hear from 10 tonight, 10 more tomorrow. The breakdown for each night was selected at random. Now, the candidates will have 60 seconds to answer, 30 seconds for a follow up, if necessary. And we will be ruthless, if necessary."
1,238,TODD,"Yeah, we can do that."
1,239,MADDOW,Mm-hmm.
1,240,TODD,"By the way, hi, Rachel."
1,241,MADDOW,"Hi, Chuck."
1,242,TODD,How you doing?
1,243,MADDOW,Good.
1,244,TODD,"We’re going to be talking about guns and climate here up top, a whole lot more in this hour. Obviously, because of the size of the field, not every person will be able to weigh in on everything. But over the course of this next hour, we will hear from everyone. I promise, everybody. And to begin with, we’re going to go with guns. And Senator Warren, I want to start with you. We are less than 50 mile from Parkland, Florida where 17 people were killed in a school shooting last year, and where there has been significant activism on gun violence ever since. Many of you are calling for a restoration of an assault weapons ban. But even if implemented, there will still be hundreds of millions of guns in this country. Should there be a role for the federal government"
1,245,WARREN,Can we hear?
1,246,BOOKER,"Yeah, their mics are on."
1,247,TODD,Everybody’s mics are on. I—I think we had a—I heard that too. That’s okay. I think we had a little mic issue in the back.
1,248,MADDOW,"Control room, we’re got contrary audio."
1,249,TODD,"We have the—I think we heard—yeah, we have the audience audio. All right. So, the question is simply this."
1,250,WARREN,Sorry.
1,251,TODD,"We’re—we’re—I apologize. You guys didn’t get to hear this, the first part of the question. Obviously, where not far from Parkland, Florida. Gun activism has become a big part of high school life"
1,252,WARREN,Yeah
1,253,TODD,"Up there in Broward County. Many of you are calling for tighter gun restrictions. Some of you are calling for the restoration of the assault weapons ban. But even if it’s put in place, there’s still going to be perhaps hundreds of millions of guns on the streets. Is there a role for the federal government in order—to play in order to get these guns off the streets?"
1,254,UNKNOWN,Someone’s got my binder (INAUDIBLE).
1,255,TODD,We are
1,256,MADDOW,What’s happening?
1,257,TODD,We are hearing our colleagues’ audio. I—if the control room could turn
1,258,UNKNOWN,There’s voices behind us
1,259,TODD,Off the mics.
1,260,UNKNOWN,There are voices behind
1,261,UNKNOWN,"(INAUDIBLE) trying to be the news, right?"
1,262,TODD,"Yeah, if the—if the control room can turn off the mics of our previous moderators, we will"
1,263,UNKNOWN,I think that’s the prior moderators.
1,264,MADDOW,"You know, we prepared"
1,265,TODD,Yes
1,266,MADDOW,For everything.
1,267,TODD,"Guess what, guys?"
1,268,MADDOW,We did not prepare for this.
1,269,TODD,We are going to take a quick break. We’re going to get this technical situation fixed. We will be right back. (COMMERCIAL BREAK)
1,270,TODD,We believe we have the technical difficulties fixed.
1,271,MADDOW,Never say that.
1,272,TODD,"Never say never. But we will—we will march forward here and I will lean forward here a little bit. Senator Warren, we’re going to get to the gun question here. Parkland, Florida. It’s just north of here in Broward County. As you know it has created a lot of teenage activism on—on the gun issue. It has inspired a lot of you to come out with more robust plans to deal with guns including assault weapons ban. But even if you’re able to implement that what do you do about the hundreds of millions of guns already out there and does the federal government have to play a role in dealing with it?"
1,273,WARREN,"So, in this period of time that I’ve been running for president I’ve had more than 100 town halls. I’ve taken more than 2000 unfiltered questions and the single hardest question I’ve gotten—I got one from a little boy and I got one from a little girl—and that is to say, when you’re President how are you going to keep us safe? That’s our responsibility as adults. Seven children will die today from gun violence—children and teenagers. And they won’t just die in mass shootings. They’ll die on sidewalks. They’ll die in playgrounds. They’ll die in people’s backyards. Gun violence is a national health emergency in this country and we need to treat it like that. So what can we do? We can do the things that are sensible. We can do the universal background checks. We can ban the weapons of war. But we can also double down on the research and find out what really works. Where it is that we can make the differences at the margins that will keep our children safe."
1,274,TODD,OK.
1,275,WARREN,We need to treat this like a virus that’s killing our children.
1,276,TODD,OK you didn’t address do you think the federal government needs to go and figure out a way to get the guns that are already out there?
1,277,WARREN,What I think we need to do is we need to treat it like a serious research problem which we have not done.
1,278,TODD,Ok.
1,279,WARREN,"You know, guns in the hands of a collector who has had them for decades who has never fired them"
1,280,TODD,Right
1,281,WARREN,who takes safety seriously that’s very different from guns that are sold and turned over quickly. We can’t treat this as an across the board problem. We have to treat it like a public health emergency that means bring data to bare and it means make real change in this country.
1,282,TODD,"Thank you, Senator."
1,283,WARREN,Whether it’s politically popular or not.
1,284,TODD,"Senator Booker, you have a program."
1,285,WARREN,Fight for our children.
1,286,TODD,"Senator Booker, you have a federal government buy back program in your plan. How is that going to work?"
1,287,BOOKER,"First of all, I want to say my colleague and I both have been hearing this on the campaign trail. But what’s even worse is that I hear gunshots in my neighborhood. I think I’m the only one I hope I’m the only one on this panel here that had seven people shot in their neighborhood just last week. Someone I knew Shahad Smith(PH) was killed with an assault rifle at the top of my block last year. For millions of Americans this is not a policy issue this is an urgency. And for those who have not been directly affected they’re tired of living in a country where their kids go to school to learn about reading, writing and arithmetic and how to deal with an active shooter in their school. This is something that I’m tired of and I’m tired of hearing people all they have to offer is thoughts and prayers. In my faith, people say faith without worse is dead so we will find a way. But the reason we have a problem right now is we’ve let the—the corporate gun lobby frame this debate. It is time that we have bold actions and a bold agenda. I will get that done as president of the United States because this is not about policy. This is personal."
1,288,TODD,"Thank you, Senator Booker."
1,289,MADDOW,"Sir, I’d like to talk to you about something that Sen—Senator Booker just mentioned, the idea of active shooter drills in schools. As school shootings seem like an almost every day or every week occurrence now, they don’t make a complete news cycle anymore, no matter the death toll. As parents are so afraid as their kids go off to school that their kids will be caught up in something like this, next to nothing has changed in federal law that might affect the prevalence of school shootings. Is this a problem that is going to continue to get worse over our lifetimes? Or, is there something that you would do as president that you really think about turn it around?"
1,290,CASTRO,"You know, Rachel, I—I’m the dad of a 10 year old girl, Carina, who’s here tonight and the worst thing is knowing that your child might be worried about what could happen at school, a place that’s supposed to be safe. The answer to your question is no, we don’t have to accept that. And I believe that on January 20, 2021, at 12:01 p.m., we’re going to have a Democratic president, a Democratic House, and a Democratic Senate. And —the activist of Parkland folks, from Moms to men who have risen up—risen up across the United States —and inspired so many people, you know, we may not have seen yet legislative action, but we’re getting closer. The House took a vote, in the Senate. The question often is if it’s—if a decision is between 60 votes, a filibuster, or passing common sense gun reform, I’m going to choose common sense gun reform. So, I believe that we’re going to be able to get that done in 2021."
1,291,RYAN,Rachel
1,292,MADDOW,Secretary Castro
1,293,RYAN,Rachel
1,294,MADDOW,Thank you.
1,295,RYAN,"Ra—Rachel, I have something—I have something to add to this briefly because you’re"
1,296,MADDOW,We’ll give you
1,297,RYAN,What you’re ta
1,298,MADDOW,We’ll give you 30 seconds for a follow up on that question—on that answer from Secretary Castro. Congressman Ryan.
1,299,RYAN,"You’re talking about in the schools. These kids are traumatized. I support all the gun re—reforms here. We need to start dealing with the trauma that our kids have. We need trauma based care in—in every school. We need social and emotional learning in every school. Ninety percent of the shooters who do school shootings come from the school they’re in and 73 percent of them feel shamed, traumatized, or bullied. We need to make sure that these kids feel connected to the school. That means a mental health counselor in every"
1,300,UNKNOWN,Yeah
1,301,RYAN,"Single school in the United States. We need to start playing offense. If our kids are so traumatized that they’re getting a gun and going into our schools, we’re doing something wrong, too"
1,302,MADDOW,Congressman
1,303,RYAN,And we need reform around
1,304,MADDOW,Thank you
1,305,RYAN,Trauma based care
1,306,MADDOW,Congressman Ryan.
1,307,TODD,"Congressman O’Rourke, you’re a Texan who’s campaigned—you can’t campaign all over the state in 2018 in the most conservative parts there. What do you tell a gun owner who’s—may agree with you on everything else, okay, but says, you know what? The Democrats, if I vote for them in there, they’re going to take my gun away. And even though I agree with you on all these other issues, I got—how do you have that conversation?"
1,308,O’ROURKE,"Here’s how we had that conversation in Texas. I shared with them what I learned from those students who survived the Santa Fe High School shooting. A young student named Bree (PH), her friend Marcell (PH), who survived another shooting, the mother of a victim who lost her life, Rhonda Heart (PH). They talked about universal background checks where you close every loophole. We know that they save lives. Talked about ending the sales of assault weapons into our communities. Those weapons of war were designed to kill people as effectively and as efficiently as possible. They should belong on the battlefield and not in our communities. Red flag laws. So, if someone poses a danger to themselves or to someone else, they’re stopped before it’s too late. And what I found in each one of those 254 counties is that Democrats and independents and Republicans, gun owners and non-gun owners alike agreed, but this effort must be led by the young people that you referenced at the beginning of this issue. Those students from Marjory Stoneman Douglas led the charge here in Florida and they’ve been able to change those laws. They’re making our democracy work, ensuring that our values and our interests"
1,309,TODD,Okay
1,310,O’ROURKE,And our priorities are reflected in the laws that we pass.
1,311,DELANEY,"Chuck, may I—I"
1,312,TODD,"Thank you—thank you, Congressman O’Rourke."
1,313,DELANEY,"Chuck, I"
1,314,TODD,"Hang on. Let me—let me give 30 seconds, Senator Klobuchar, the iron range. I’m curious, gun confiscation, right? If the government is buying back, how do you—how do you not have that conversation?"
1,315,KLOBUCHAR,"Well, that’s not confiscation."
1,316,TODD,Right.
1,317,KLOBUCHAR,"You would give them the offer to buy back their gun, but I’ll say this. I look at these proposals and I say, does this hurt my Uncle Dick and his deer stand coming from a proud hunting and fishing state? These proposals don’t do that. When I was a prosecutor, I supported the assault weapon ban. When I was in the Senate, I saw those moms from Sandy Hook come and try to advocate for change and we all failed. And then now, these Parkland kids from Florida, they started a literally a national shift. You know why? It’s just like with gay marriage. When kids talk to their parents"
1,318,TODD,Yeah
1,319,KLOBUCHAR,"And their grandparents, they say I don’t understand why we can’t put these sensible things in place, they listen."
1,320,TODD,Right.
1,321,KLOBUCHAR,And if we bested by
1,322,TODD,"Senator, thank you"
1,323,KLOBUCHAR,A bunch of 17 year olds
1,324,TODD,Well
1,325,KLOBUCHAR,It’s the best thing that
1,326,TODD,"Senator, thank you"
1,327,KLOBUCHAR,Could ever happen.
1,328,DELANEY,Chuck
1,329,MADDOW,Senator
1,330,TODD,"Senator, thank you."
1,331,MADDOW,"Senator Booker, let me go to you on—on another matter, actually."
1,332,TODD,We got another issue.
1,333,MADDOW,Senator Mitch McConnell says that his most consequential achievement as Senate majority leader was preventing President Obama from filling a Supreme Court seat. Having served with Republicans on the Judiciary Committee do you believe they would confirm your court nominees?
1,334,BOOKER,"I’m going to use 20 of my seconds just to say there’s one thing we don’t all agree with when it comes to guns and it’s common sense and over 70 percent of Americans agree with me. If you need a license to drive a car you should need a license to buy and own a firearm. And not everybody in this field agrees with that but in states like Connecticut that did that they saw 40 percent drops in gun violence and 15 percent drops in suicides. We need to start having old agendas on guns. When it comes to the Supreme Court very clearly we—I agree with my friend, Secretary Castro, we are going to get to 50 votes in the Senate. This is 18 (INAUDIBLE) whoever is our nominee needs to campaign in places like South Carolina because we can elect Jamie Harrison. They need to campaign in places like Iowa because we—we can win a Senate seat there. This is about getting us back to having 50 votes in the Senate and more so that we can not only balance the Supreme Court but start to pass an aggressive agenda that, frankly, isn’t so aggressive because most of America agrees with the policy objectives of our party."
1,335,TODD,Mayor DeBlasio (INAUDIBLE).
1,336,MADDOW,"Congressman Delaney, you’ll have some time in a moment on this issue."
1,337,DELANEY,(INAUDIBLE)
1,338,MADDOW,"Congressman Delaney, I’ll give you some time in a moment. Mayor DeBlasio is an executive in the largest city in this country. You are used to saying what you want to have happen and having it happen. If you nominate a Supreme Court nominee as president of the United States and Mitch McConnell is still Senate majority leader what makes you believe that he would allow you to make a nominee?"
1,339,DE BLASIO,"Rachel, I am chief executive of the nation’s largest city and I also want to just say something quick on the gun issue and come to your question. Look, I run the largest the police force in America too and if we are going to stop these shootings and get these guns off the street we have to have a very different relationship between our police and our community. And I also want to say there is something that sets me apart from all of my colleagues running in this race and that is for the last 21 years I have been raising a black son in America. And I have had to have very, very serious talks with my son Dante, about how to protect himself in the streets of our city and all over our country including how to deal with the fact that he has to take special caution because there has been too many tragedies between our young men and our police too—as we saw recently in Indiana. So, we need to have a different conversation in this country about guns but also a different conversation about policing that brings police and community together. We’ve done that in New York City and we have driven down crime while we’ve done it. To your question about Mitch McConnell, there’s a political solution that we have to come to grips with—if a Democratic Party would stop acting like the party of the elite and be the party of the working people again and go into states including red states to convince people we are on their side we can put pressure on their senators to actually have to vote for the nominees that are put forward (INAUDIBLE)."
1,340,MADDOW,Mayor DeBlasio (INAUDIBLE).
1,341,TODD,"Senator Warren (INAUDIBLE) I’m going to get you. I will get you 30 seconds. I promise. Let me get this question. We’re trying. I know you guys—we got other issues we’re trying to get to including a big one coming up in a minute but Senator Warren, I want to continue on the Mitch McConnell thing because you have a lot of ambitious plans. You have a plan for that, ok. We talked about the supreme court. Do you have a plan to deal with Mitch McConnell if you don’t beat him in the Senate, if he’s still sitting there as the Senate majority leader it’s very plausible you get elected president with a Republican Senate? Do you have a plan to deal with Mitch McConnell?"
1,342,WARREN,"I do. We are a democracy and the way a democracy is supposed to work is the will of the people matters. Now, we for far too long have had a congress in Washington that is just completely dismissed what people care about across this country. They have made this country work much better for those who can make giant contributions, made it work better for those who hire armies of lobbyists and lawyers and not made it work for the people. Well, here is how I see this happening—number one, sure I want to see us get a Democratic majority in the Senate. But short of the Democratic majority in the Senate you better understand the fight still goes on. It starts in the White House and it means everybody we energize in 2020 stays on the frontlines come January 2021. We have to push funding outside, have leadership from the inside."
1,343,TODD,Ok.
1,344,WARREN,And make this
1,345,WARREN,The will of the people.
1,346,TODD,I’m going to—I’m going to get a couple of you in here.
1,347,KLOBUCHAR,(INAUDIBLE) the heart of the question.
1,348,TODD,"I’m going to get — a couple in here. Thirty seconds, Congressman Delaney you—you seem to believe you can do everything in a bipartisan manner. Mitch McConnell doesn’t operate that way. He operates differently. Why do you think he is going to conform to your style?"
1,349,DELANEY,"I think we—we need to get things done. That is why I believe we need to operate in a bipartisan manner. Listen, I will sign into law bills that come to the White House that are passed on a party line basis absolutely but all of the big transformative things we have ever done in this country’s history have happened when huge majorities of the American people get behind them which is why we need real solutions not impossible promises. We need to put forth ideas that work whether it’s on healthcare, creating universal healthcare so that every American gets healthcare but not running on making private insurance a legal. The gun issue is related, the gun safety issue is related because I can’t tell you how many times I have been with folks in Western Maryland and they have said to me you know Democrats don’t do anything for us, Republicans don’t do anything for us. You fight all of the time so they vote on that single issue."
1,350,TODD,"Okay, thank you Congressman."
1,351,DELANEY,We have become the party of getting things done for the American
1,352,TODD,I understand.
1,353,DELANEY, People (INAUDIBLE) real solutions not impossible promises.
1,354,TODD,Senator Booker hang on.
1,355,RYAN,Chuck.
1,356,TODD,"I promised thirty—I promised to thirty is here. I am going to say Senator Booker thirty seconds you—how do you deal with Mitch—you have been in the Senate you can’t get bills on the floor right now with Mitch McConnell, presidents can’t do it. Is President Booker going to get his bills on the floor with Senator McConnell?"
1,357,BOOKER,"You know when I got to the United States Senate going back to what De Blasio said as an African-American man in an African-American dominated community I knew one of the biggest issues was criminal justice reform from police accountability to dealing with the fact that we have a nation that has more African Americans under criminal supervision then all of the slaves in eighteen fifty and when I got to the Senate people told me we could not get a comprehensive criminal justice reform bill done. As my colleagues in the Senate know I fought on that bill from the day I got to the Senate, built coalitions across the aisle and today we passed the first step fact. Is not as far as I want to go but thousands of people will be liberated."
1,358,TODD,Thank you.
1,359,BOOKER,I have gotten—I have taken on tough problems people said we cannot achieve and I have been able to get things accomplished.
1,360,TODD,"Thank you, Senator Booker. Rachel has got the next question."
1,361,MADDOW,"We are going to make—hold on, Governor. You are going to be happy with where we go. Governor Inslee this next question is to you. You got me? You got me? You have staked your candidacy on the issue of climate change. It is first, second and third priority for you. You have said it is all of the issues. Let’s get specific. We are here in Miami which is already experiencing serious flooding on sunny days as a result of sea level rise. Parts of Miami Beach and the keys could be underwater in our lifetimes. Does your plan save Miami?"
1,362,INSLEE,"Yes, first by taking away the filibuster from Mitch McConnell to start with. We have to do that. Look it—look it, we are the first generation to feel the sting of climate change and we are the last that can do something about it. Our towns are burning, our fields are flooding, Miami is in the dated and we have to understand this is a climate crisis, and emergency and it is our last chance in the administration next one to do something about it and we need to do what I have done in my state. We of passed a one hundred percent clean electrical grid bill. We now have a vision statement and my plan has been called the gold standard of putting people to work. But the most important thing on this and the biggest decision for the American public is who is going to make this the first priority and I am the candidate and the only one who is saying this has to be the top priority of the United States, the organizing principle to mobilize the United States so that we can do what we have always done, lead the world and invent the future and put eight million people to work. That’s what we’re going to do."
1,363,MADDOW,Governor—Governor Inslee.
1,364,TODD,"Congressman O’Rourke you have also put out a big climate change plan from your campaign. You want some big changes in a pretty short period of time including switching to renewable energy, pushing to replace gas powered cars in favor of electric ones. What is your message to a voter who supports the overall goal of what you are trying to do but suddenly feels as if government is telling them how to live and ordering them how to live? What is that balance like?"
1,365,O’ROURKE,"I think you have got to bring everybody into the decisions and the solutions, to the challenges that we face. That is why we are traveling everywhere listening to everyone. We were in Pacific Junction, a town that had never meaningfully flooded be for just a bit against the Missouri River in Iowa and every home in that community had flooded. There were farms just outside of Pacific Junction(SP) that were effectively lakes. Those farmers already underwater in debt. There markets closed to them by trademark under this administration and now they don’t know what to do. We and our administration are going to fund resiliency in those communities, in Miami, in Houston, Texas, those places that are on the front lines of climate change today. We, in our administration, are going to fund resiliency in those communities, in Miami, in Houston, Texas, those places that are on the front lines of climate change today. We’re going to mobilize $5 trillion in this economy over the next 10 years. We’re going to free ourselves from a dependence on fossil fuels. And we’re going to put farmers and ranchers in the drivers seat, renewable and—and sustainable agriculture, to make sure that we capture more carbon out of the air and keep more of it in the soil, paying farmers for the environmental services that they want to provide. If all of us does all that we can, then we’re going to be able to keep this planet from warming another two degrees Celsius and in sure that we match what this country can do and live up to our promise that are potential."
1,366,TODD,"Thirty seconds, Secretary Castro. Does—who pays for the mitigation to climate, whether it’s building seawalls, for people that are perhaps living in places that they shouldn’t be living? Is this a federal government issue that needs to do that. Do they have to move these people? What do you do about that, where—where maybe they’re—they’re building a house someplace that is it safe? Who pays to build that house, and how much should the government be bailing them out?"
1,367,CASTRO,"Well, I don’t think that that represents the vast majority of the issue. In fact, you know, my first visit after I announced my candidacy wasn’t to Iowa or New Hampshire. It was to send one, Puerto Rico —Because people should know that if I’m elected president, everybody will count. And, you know, I’m one of the few candidates in this race with executive experience, with a track record of getting things done. When I was mayor of San Antonio, we moved our local public utility. We began to shift it from coal-fired plants to solar and other renewables, and also created more than 800 jobs doing that. And when I was HUD secretary, we worked on the National Disaster Resilience Competition"
1,368,TODD,Um-hmm
1,369,CASTRO,To invest in communities that were trying to rebuild from natural disasters in a sustainable way.
1,370,TODD,Okay.
1,371,CASTRO,That’s the way that we’re going to help to make sure that we’re all safer in the years to come and that we combat climate change.
1,372,TODD,Thank
1,373,CASTRO,And I’m elected president
1,374,TODD,Okay
1,375,CASTRO,The first thing that I would do
1,376,TODD,Right
1,377,CASTRO,Like Senator Klobuchar also has said
1,378,TODD,Thank you
1,379,CASTRO,Is sign an executive order recommitting us to the Paris Climate Accord
1,380,TODD,Right
1,381,CASTRO,So that we meet again.
1,382,TODD,"Thank you, Secretary. Congressman Ryan, I got a full question for you here, which is simply this. Your—there are—a lot of the climate plans include pricing carbon, taxing carbon in some way. This type of proposal has been tried in a few places, whether it’s Washington state where voters voted it down. You have the yellow vest movement. We had an Australia—one party get rejected out of fear of the cost of climate change sort of being put on the back of the consumer. If pricing carbon is just politically impossible, how do we pay for climate mitigation?"
1,383,RYAN,"Well, there—there’s a variety of different ways to pay. We talk about different ways of—of raising revenue. And I think we’ve got to build our way out of this and grow our way out of this. But let me just talk real quick to the previous question about real politics. We could talk about climate. We could talk about guns. We could talk about all of these issues that we all care about. We have a perception problem with the Democratic Party. We are not connecting to the working class people in the very state that I represent in Ohio, in the industrial Midwest. We’ve lost all connection that—we have got to change the center of gravity of the Democratic Party from being coastal and elital—elitist and Ivy League, which is the perception, to somebody from the forgotten communities that have been left behind for the last 30 years, to get those workers back on our side so we can say we’re going to build electric vehicles, were going to build solar panels. But if you want to beat Mitch McConnell, this better be a working class party. If you want to go into Kentucky and take his rear end out. And if you want to take Lindsay Graham out, you gotta have a blue-collar party that can go into the textile communities"
1,384,TODD,Okay
1,385,RYAN,In South Carolina.
1,386,TODD,Thank you.
1,387,RYAN,"So, all I’m—all I’m saying here"
1,388,TODD,"Thank you, Congressman Ryan."
1,389,RYAN,All I’m saying here is
1,390,TODD,"Thank you, Congressman Ryan."
1,391,RYAN,"So, all I’m saying is—here, if we don’t address that fundamental problem"
1,392,TODD,I understand
1,393,RYAN,"With our connection to workers, white, black, brown, gay, straight working-class people"
1,394,TODD,"Thank you, Congressman"
1,395,RYAN,"None of this is going to get done, Chuck."
1,396,CASTRO,"Chuck, your question’s about"
1,397,TODD,Thank you very much.
1,398,TODD,"Thank you, Congressman Ryan."
1,399,RYAN," none of this is going to get done, Chuck. Chuck."
1,400,TODD,We’re going to get to
1,401,DELANEY,I introduced the only bipartisan carbon tax bill
1,402,TODD,All right. 30 seconds. Go.
1,403,DELANEY,"All the economist agree that a carbon pricing mechanism works. You just have to do it right. You can’t put a price on carbon raise energy prices and not give the money back to the American people. My proposal which is put a price on carbon, give a dividend back to the American people, it goes out one pocket back in the other"
1,404,TODD,Thank you
1,405,DELANEY,"I can get that past my first year as president, with a coalition of every Democrat in the Congress and the Republicans who live in coastal states."
1,406,TODD,Thanks
1,407,DELANEY,"Republicans in Florida, they actually care about this issue. This is gonna be our way forward if we’re actually serious about this issue,"
1,408,TODD,"Congresswoman Gabbard - move on here. One of the first things you did after launching your campaign was to issue an apology to the LGBT community about your past stances and statements on gay rights. After the Trump administration’s rollbacks of civil rights protections for many in that community. Why should voters in that community or voters who care about this issue in general, trust you now"
1,409,GABBARD,"Let me say that there is no one in our government at any level, who has the right to tell any American who they should be allowed to love or they should be allowed to marry my record in Congress for over six years shows my commitment to fighting for LGBTQ equality. I serve on the equality Caucus and recently voted for passage of the equality act. Maybe many people in this country can relate to the fact that I grew up in a socially conservative home, held views when I was very young that I no longer hold today. I’ve served with LGBTQ service members both in training and deployed downrange. I know that they would give their life for me and I would give my life for them. It is this commitment that I’ll carry through as president of the United States, recognizing that there are still people who are facing discrimination in the workplace, still people who were unable to find a home for their families. It is this kind of discrimination that we need to address."
1,410,BOOKER,But it’s not enough.
1,411,TODD,Thank you.
1,412,BOOKER,It’s not enough.
1,413,TODD,"Thank you, Congresswoman."
1,414,BOOKER,"If I can add to this, it’s very important"
1,415,TODD,"30 seconds, Senator"
1,416,BOOKER,"Because this is not enough. Look, civil rights is the place to begin. But in the African African-American civil rights community, another place to focus on was to stop the lynching of African-Americans. We did not talk enough about trans Americans, especially African-American trans Americans And the incredibly high rates of murder right now. We don’t talk enough about how many children, about 30 percent of LGBTQ kids who do not go to school because of fear. It’s not enough just to be on the equality act. I’m an original cosponsor. We need to have a president that will fight to protect LGBTQ Americans"
1,417,TODD,Thank you
1,418,BOOKER,Every single day from violence in our country.
1,419,TODD,"Thank you, Senator Booker"
1,420,MADDOW,"Senator Klobuchar, let me put this to you. On the issue of civil rights, for decades,—on the issue of civil rights and demographics, honestly and politics, for decades the Democratic Party has counted on African-American voter turnout as a step one to winning elections on a national level. Democrats are counting on the Latino community now and in the future in the same way. What have you done for black and Latino voters that showed should enthuse them about going to the poles for you if you are your parties nominee?"
